Year,Month,Product Name,Supplier,Stock Level,Order Quantity,Demand Level
2024,May,Splitter,HP,479,209,Very Low
2024,April,Card,Optifibre Co,246,458,Very High
2024,December,Modem,Netgear,312,300,Medium
2023,June,Multiplexer,Netgear,320,333,High
2024,March,Switch,HP,156,317,Very High
2023,December,Modem,HP,389,436,High
2024,August,Multiplexer,Broadcam,484,463,Medium
2024,February,Router,Synergy,100,310,Very High
2024,September,Networking,Broadcam,334,238,Low
2024,February,Router,Netgear,204,376,Very High
2023,December,Modem,Bell,394,101,Very Low
2024,July,Combiner,Netgear,373,219,Low
2023,July,Card,Cardcom,437,455,High
2024,January,Combiner,Cardcom,243,329,Very High
2024,May,Modem,HP,323,329,High
2024,April,Switch,Broadcam,208,139,Low
2023,August,Networking,Broadcam,333,272,Medium
2023,April,Combiner,Fibertech Inc,228,250,High
2023,October,Switch,Cardcom,160,335,Very High
2024,August,Networking,HP,125,206,Very High
2023,December,Optical,Synergy,186,337,Very High
2023,August,Modem,Cisco,477,342,Low
2023,March,Modem,HP,347,484,Very High
2024,June,Modem,Cardcom,221,342,Very High
2024,April,Switch,Broadcam,494,148,Very Low
2024,July,Networking,HP,236,397,Very High
2023,May,Switch,Synergy,398,181,Very Low
2023,January,Splitter,Synergy,179,378,Very High
2023,November,Optical,Cisco,280,456,Very High
2023,September,Router,Broadcam,443,135,Very Low
2023,October,Combiner,Cardcom,105,101,Medium
2024,April,Card,HP,273,277,High
2023,November,Card,Cisco,253,152,Low
2024,August,Switch,Cisco,433,456,High
2024,August,Switch,Synergy,392,490,Very High
2024,May,Switch,Cardcom,335,445,Very High
2024,January,Multiplexer,Bell,195,212,High
2023,June,Combiner,Cisco,139,412,Very High
2023,January,Router,Netgear,485,410,Medium
2023,April,Router,Fibertech Inc,314,130,Very Low
2023,September,Router,Broadcam,153,472,Very High
2023,November,Card,Netgear,237,159,Low
2023,September,Modem,Broadcam,204,286,Very High
2024,January,Multiplexer,Optifibre Co,272,178,Low
2024,June,Splitter,HP,273,362,Very High
2024,December,Networking,Optifibre Co,228,421,Very High
2023,April,Switch,Bell,285,380,Very High
2023,January,Networking,Cardcom,356,312,Medium
2024,June,Splitter,Broadcam,469,188,Very Low
2023,February,Switch,Cardcom,233,260,High
2023,July,Router,Optifibre Co,303,186,Low
2023,October,Combiner,Optifibre Co,248,331,Very High
2023,February,Splitter,Broadcam,260,362,Very High
2024,March,Networking,Cisco,269,439,Very High
2023,May,Splitter,Fibertech Inc,499,436,Medium
2023,February,Switch,Cardcom,230,129,Low
2024,June,Router,Netgear,161,330,Very High
2023,August,Splitter,Synergy,137,262,Very High
2023,March,Optical,Cisco,489,145,Very Low
2024,June,Combiner,Optifibre Co,143,208,Very High
2023,November,Router,HP,413,408,Medium
2023,October,Optical,Optifibre Co,205,183,Medium
2023,November,Router,Synergy,111,181,Very High
2023,April,Modem,Synergy,184,219,High
2023,January,Router,HP,438,432,Medium
2023,July,Optical,Cardcom,340,286,Medium
2024,October,Multiplexer,Synergy,192,198,High
2024,October,Router,Optifibre Co,266,367,Very High
2023,April,Optical,Netgear,337,398,High
2023,March,Switch,Synergy,355,210,Low
2023,February,Splitter,Bell,445,424,Medium
2024,April,Router,Bell,399,272,Low
2024,February,Modem,Fibertech Inc,189,264,Very High
2023,March,Combiner,Cisco,199,215,High
2024,July,Card,HP,266,124,Very Low
2024,March,Router,Fibertech Inc,463,277,Low
2023,November,Multiplexer,HP,167,220,Very High
2024,December,Multiplexer,Optifibre Co,236,150,Low
2023,June,Combiner,Fibertech Inc,110,451,Very High
2023,January,Splitter,Synergy,376,164,Very Low
2024,October,Multiplexer,Cardcom,252,326,Very High
2023,April,Router,Cisco,341,350,High
2024,August,Splitter,Bell,442,370,Medium
2024,June,Router,Bell,320,349,High
2024,January,Modem,Broadcam,419,196,Very Low
2024,April,Modem,Bell,192,429,Very High
2024,April,Optical,Cardcom,494,453,Medium
2024,October,Card,Netgear,211,296,Very High
2023,November,Combiner,Broadcam,435,183,Very Low
2023,July,Combiner,Netgear,400,184,Very Low
2024,December,Switch,Fibertech Inc,477,275,Low
2024,November,Networking,Cardcom,133,333,Very High
2024,August,Modem,Netgear,103,463,Very High
2023,March,Card,Broadcam,492,239,Very Low
2023,June,Networking,Cisco,429,199,Very Low
2024,August,Multiplexer,Fibertech Inc,185,340,Very High
2024,November,Modem,Broadcam,261,451,Very High
2024,August,Card,Cisco,343,398,High
2024,August,Router,Netgear,320,167,Low
2023,April,Splitter,Fibertech Inc,440,454,High
2023,September,Combiner,Fibertech Inc,484,194,Very Low
2023,December,Card,HP,138,456,Very High
2023,June,Card,Cardcom,157,437,Very High
2024,December,Multiplexer,Bell,387,290,Low
2024,February,Switch,Optifibre Co,103,221,Very High
2024,May,Combiner,Synergy,228,202,Medium
2024,April,Optical,Bell,266,403,Very High
2023,February,Optical,Synergy,304,454,Very High
2023,April,Splitter,Fibertech Inc,482,406,Medium
2024,February,Card,Cisco,405,390,Medium
2024,October,Splitter,Bell,424,485,High
2023,October,Multiplexer,Cisco,140,142,High
2023,December,Card,Netgear,189,242,Very High
2024,November,Card,Broadcam,297,488,Very High
2024,September,Combiner,Bell,260,267,High
2023,May,Combiner,Bell,247,426,Very High
2023,April,Optical,HP,469,360,Medium
2024,June,Networking,Netgear,153,326,Very High
2023,September,Card,Cisco,261,132,Low
2023,September,Optical,Netgear,146,152,High
2023,June,Switch,HP,446,468,High
2024,June,Combiner,Fibertech Inc,478,216,Very Low
2024,March,Switch,Netgear,463,478,High
2024,July,Router,Synergy,217,334,Very High
2023,November,Combiner,Fibertech Inc,476,190,Very Low
2024,January,Modem,Netgear,187,480,Very High
2024,February,Combiner,Bell,162,148,Medium
2024,March,Modem,Broadcam,402,309,Medium
2023,October,Card,Fibertech Inc,292,459,Very High
2023,June,Combiner,Cardcom,408,116,Very Low
2023,May,Router,Cisco,134,153,High
2024,December,Switch,Netgear,461,331,Low
2024,August,Splitter,Bell,270,472,Very High
2023,March,Router,HP,480,481,High
2024,June,Switch,Cardcom,444,500,High
2024,March,Networking,Fibertech Inc,182,437,Very High
2024,February,Router,Optifibre Co,368,279,Medium
2023,February,Card,Fibertech Inc,140,188,Very High
2024,January,Optical,Cisco,396,478,High
2023,April,Card,Cardcom,111,248,Very High
2023,September,Modem,Cardcom,224,275,High
2024,September,Router,Cisco,156,447,Very High
2023,March,Splitter,Synergy,399,200,Low
2023,November,Splitter,Fibertech Inc,166,205,High
2023,January,Combiner,Netgear,263,362,Very High
2023,March,Splitter,HP,228,297,Very High
2024,September,Switch,Cisco,241,244,High
2023,June,Modem,Optifibre Co,145,209,Very High
2024,December,Multiplexer,HP,356,238,Low
2024,July,Switch,Optifibre Co,308,385,Very High
2023,March,Router,Bell,235,411,Very High
2023,April,Card,Cisco,159,307,Very High
2024,December,Multiplexer,Cardcom,361,292,Medium
2023,August,Networking,Optifibre Co,251,131,Low
2023,April,Combiner,Netgear,428,394,Medium
2024,June,Card,Bell,298,216,Low
2023,July,Modem,Fibertech Inc,404,397,Medium
2023,May,Modem,Optifibre Co,276,141,Low
2024,October,Splitter,Netgear,157,271,Very High
2023,May,Modem,Cardcom,142,112,Medium
2024,April,Optical,Cisco,277,402,Very High
2023,April,Combiner,Broadcam,495,441,Medium
2023,August,Modem,Bell,169,171,High
2024,February,Combiner,Cisco,312,131,Very Low
2024,June,Optical,Fibertech Inc,317,165,Low
2024,September,Multiplexer,HP,491,321,Low
2024,May,Optical,Broadcam,139,337,Very High
2023,November,Splitter,HP,482,474,Medium
2024,August,Card,Netgear,385,264,Low
2023,September,Card,Netgear,491,245,Very Low
2023,September,Combiner,Netgear,155,442,Very High
2024,August,Splitter,Bell,238,357,Very High
2023,February,Router,Synergy,138,368,Very High
2024,July,Multiplexer,Cisco,107,424,Very High
2023,May,Networking,Optifibre Co,208,401,Very High
2024,November,Router,Broadcam,331,491,Very High
2024,December,Multiplexer,Netgear,366,324,Medium
2024,October,Modem,Cisco,404,442,High
2023,November,Modem,Cardcom,486,468,Medium
2023,March,Combiner,Synergy,171,365,Very High
2024,January,Router,Netgear,494,140,Very Low
2024,April,Optical,Netgear,414,266,Low
2023,June,Combiner,Fibertech Inc,189,280,Very High
2023,February,Networking,Optifibre Co,339,271,Medium
2023,March,Combiner,Netgear,308,411,Very High
2024,August,Optical,Bell,419,274,Low
2024,December,Networking,Bell,484,307,Low
2023,January,Splitter,Broadcam,372,270,Low
2023,September,Router,Broadcam,190,349,Very High
2023,January,Switch,Broadcam,131,106,Medium
2023,August,Card,Cisco,496,357,Low
2024,November,Modem,Broadcam,112,154,Very High
2024,February,Multiplexer,HP,308,200,Low
2024,April,Splitter,Netgear,274,415,Very High
2024,December,Switch,Synergy,128,161,Very High
2023,November,Splitter,Bell,458,257,Low
2023,September,Switch,Bell,272,122,Very Low
2024,December,Optical,Synergy,357,186,Low
2023,December,Splitter,Fibertech Inc,437,280,Low
2023,January,Combiner,HP,149,231,Very High
2024,November,Optical,HP,426,385,Medium
2023,October,Modem,Synergy,441,126,Very Low
2024,March,Modem,Broadcam,354,336,Medium
2023,July,Card,Bell,391,339,Medium
2024,August,Switch,Bell,108,254,Very High
2023,April,Splitter,Synergy,197,158,Medium
2023,June,Router,Fibertech Inc,449,239,Low
2024,March,Splitter,HP,499,136,Very Low
2024,May,Combiner,Fibertech Inc,259,161,Low
2023,August,Splitter,HP,253,225,Medium
2023,January,Splitter,Cisco,225,161,Low
2023,February,Modem,Bell,147,177,High
2023,October,Splitter,HP,500,375,Medium
2024,December,Modem,Synergy,371,312,Medium
2023,July,Splitter,Cisco,348,294,Medium
2023,June,Card,Fibertech Inc,403,423,High
2023,November,Card,Netgear,303,179,Low
2024,June,Card,Broadcam,221,265,High
2024,October,Optical,Optifibre Co,107,377,Very High
2024,July,Splitter,Synergy,436,119,Very Low
2023,September,Modem,Cardcom,198,123,Low
2024,June,Multiplexer,Cisco,388,235,Low
2024,October,Modem,Optifibre Co,114,173,Very High
2023,February,Optical,Synergy,266,267,High
2023,April,Switch,Cisco,471,354,Medium
2024,January,Optical,Fibertech Inc,439,459,High
2024,June,Splitter,Broadcam,290,221,Medium
2023,April,Router,Optifibre Co,329,390,High
2024,July,Multiplexer,Broadcam,402,279,Low
2023,October,Modem,Cisco,366,460,Very High
2023,July,Combiner,Netgear,319,427,Very High
2024,July,Multiplexer,Broadcam,184,418,Very High
2024,July,Switch,Cisco,302,488,Very High
2024,August,Networking,HP,429,463,High
2024,March,Multiplexer,Cisco,376,284,Medium
2024,December,Optical,HP,351,357,High
2024,December,Switch,Netgear,340,206,Low
2023,September,Splitter,HP,217,203,Medium
2023,August,Networking,HP,403,370,Medium
2024,August,Splitter,Cardcom,408,434,High
2024,July,Optical,Broadcam,477,125,Very Low
2024,March,Modem,Netgear,484,145,Very Low
2023,January,Networking,Netgear,381,449,High
2023,April,Optical,Netgear,324,443,Very High
2024,April,Multiplexer,Fibertech Inc,440,343,Medium
2023,April,Splitter,Fibertech Inc,219,147,Low
2024,February,Router,Bell,191,300,Very High
2023,June,Splitter,Synergy,129,414,Very High
2024,June,Switch,Bell,228,471,Very High
2024,July,Combiner,Bell,447,486,High
2024,November,Card,Cardcom,161,335,Very High
2024,March,Router,HP,496,498,High
2023,April,Modem,Cardcom,126,449,Very High
2023,January,Switch,Synergy,245,209,Medium
2023,October,Modem,Cisco,482,112,Very Low
2023,March,Multiplexer,Broadcam,343,395,High
2024,August,Multiplexer,Optifibre Co,317,445,Very High
2024,April,Multiplexer,HP,385,427,High
2024,May,Multiplexer,Fibertech Inc,306,265,Medium
2024,September,Splitter,Cisco,151,236,Very High
2024,February,Networking,Synergy,176,282,Very High
2024,August,Splitter,Bell,136,235,Very High
2024,June,Splitter,Fibertech Inc,188,449,Very High
2023,November,Router,Bell,431,219,Low
2023,September,Networking,Cisco,378,115,Very Low
2023,August,Optical,Cardcom,206,136,Low
2023,February,Combiner,Cisco,185,151,Medium
2024,February,Card,Bell,325,135,Very Low
2024,December,Networking,Bell,220,409,Very High
2023,June,Switch,Cisco,253,163,Low
2023,September,Combiner,Bell,284,485,Very High
2024,January,Modem,Cardcom,355,419,High
2023,August,Router,Fibertech Inc,225,215,Medium
2023,August,Router,HP,311,259,Medium
2024,January,Combiner,Broadcam,407,225,Low
2024,October,Combiner,Synergy,498,150,Very Low
2023,April,Combiner,HP,282,188,Low
2023,February,Optical,Bell,360,313,Medium
2023,April,Networking,Cisco,307,481,Very High
2023,September,Optical,Cisco,444,410,Medium
2023,September,Card,Cisco,459,360,Medium
2024,May,Card,Optifibre Co,345,139,Very Low
2023,March,Multiplexer,Cisco,270,488,Very High
2023,October,Splitter,Cisco,218,189,Medium
2023,April,Splitter,Netgear,365,224,Low
2023,February,Card,Cisco,279,192,Low
2024,April,Card,Cardcom,233,185,Medium
2023,February,Modem,Cardcom,124,363,Very High
2023,December,Optical,Optifibre Co,408,488,High
2024,April,Multiplexer,Fibertech Inc,243,232,Medium
2024,September,Optical,Cisco,463,186,Very Low
2024,February,Multiplexer,Fibertech Inc,331,172,Low
2023,May,Modem,HP,487,434,Medium
2024,October,Networking,Cisco,438,291,Low
2024,April,Multiplexer,Synergy,167,128,Medium
2023,November,Optical,HP,240,177,Low
2024,March,Networking,Cisco,352,328,Medium
2023,January,Optical,Synergy,358,307,Medium
2023,March,Splitter,Bell,420,455,High
2024,March,Modem,Fibertech Inc,304,450,Very High
2023,July,Card,Synergy,162,484,Very High
2023,April,Card,Fibertech Inc,225,279,High
2024,March,Combiner,Broadcam,280,331,High
2023,December,Modem,Optifibre Co,187,243,Very High
2023,September,Modem,HP,240,362,Very High
2024,February,Networking,Broadcam,160,241,Very High
2024,July,Combiner,Fibertech Inc,113,146,Very High
2024,March,Networking,Optifibre Co,201,232,High
2024,July,Networking,Netgear,247,254,High
2023,November,Networking,Cardcom,143,318,Very High
2023,August,Router,Fibertech Inc,420,286,Low
2023,May,Optical,Bell,118,295,Very High
2023,October,Splitter,Netgear,144,140,Medium
2024,May,Networking,Cisco,237,259,High
2024,November,Splitter,HP,333,319,Medium
2024,November,Splitter,Bell,244,231,Medium
2024,August,Optical,Fibertech Inc,168,221,Very High
2023,August,Switch,Bell,156,474,Very High
2023,August,Optical,Optifibre Co,286,319,High
2024,January,Combiner,Netgear,445,441,Medium
2023,July,Router,Synergy,159,353,Very High
2023,March,Card,Cisco,162,391,Very High
2023,December,Multiplexer,HP,348,312,Medium
2024,April,Combiner,Broadcam,113,157,Very High
2023,March,Combiner,Netgear,133,428,Very High
2024,July,Optical,Fibertech Inc,220,219,Medium
2023,April,Multiplexer,Optifibre Co,440,447,High
2023,July,Router,Synergy,477,104,Very Low
2023,March,Switch,Optifibre Co,231,388,Very High
2023,March,Optical,Broadcam,383,120,Very Low
2024,September,Card,Cisco,240,103,Very Low
2024,September,Multiplexer,HP,340,115,Very Low
2024,October,Splitter,Fibertech Inc,399,487,High
2023,November,Networking,HP,393,220,Low
2023,April,Splitter,Bell,433,328,Medium
2024,March,Splitter,Cisco,117,256,Very High
2024,November,Modem,Synergy,319,132,Very Low
2024,August,Combiner,Netgear,106,283,Very High
2024,April,Optical,Netgear,264,241,Medium
2023,November,Modem,HP,331,492,Very High
2023,October,Router,Synergy,427,377,Medium
2024,January,Router,Netgear,103,463,Very High
2023,June,Switch,Fibertech Inc,301,300,Medium
2024,July,Optical,Bell,296,314,High
2023,August,Switch,Cisco,455,222,Very Low
2023,July,Combiner,Optifibre Co,411,224,Low
2023,November,Router,Broadcam,244,470,Very High
2023,March,Networking,Cardcom,440,190,Very Low
2024,February,Modem,Bell,215,446,Very High
2023,May,Optical,Optifibre Co,294,122,Very Low
2024,April,Combiner,Netgear,275,237,Medium
2024,March,Splitter,Synergy,172,143,Medium
2024,March,Switch,HP,345,141,Very Low
2023,May,Combiner,Cisco,291,437,Very High
2024,May,Combiner,HP,213,371,Very High
2024,June,Multiplexer,Bell,416,103,Very Low
2024,May,Card,Netgear,156,374,Very High
2023,February,Multiplexer,Cardcom,464,139,Very Low
2024,April,Card,HP,478,216,Very Low
2023,March,Card,HP,365,402,High
2023,April,Card,Synergy,198,357,Very High
2024,November,Networking,Broadcam,446,156,Very Low
2024,November,Optical,Broadcam,454,309,Low
2023,March,Multiplexer,Netgear,316,325,High
2024,February,Combiner,Bell,475,305,Low
2023,October,Splitter,Netgear,392,452,High
2023,April,Modem,Cardcom,258,471,Very High
2024,May,Networking,Cardcom,418,220,Low
2023,October,Router,Bell,168,425,Very High
2024,September,Optical,Netgear,344,439,Very High
2024,January,Modem,Netgear,214,260,High
2023,June,Switch,HP,130,245,Very High
2023,April,Networking,Optifibre Co,469,214,Very Low
2023,August,Splitter,Cisco,287,148,Low
2024,March,Multiplexer,Optifibre Co,366,300,Medium
2023,November,Router,Cisco,311,318,High
2023,May,Card,Broadcam,350,224,Low
2024,January,Combiner,Optifibre Co,141,320,Very High
2023,October,Networking,Netgear,121,313,Very High
2023,November,Multiplexer,Fibertech Inc,273,341,High
2023,November,Switch,Bell,201,348,Very High
2024,July,Optical,Bell,324,402,High
2023,January,Multiplexer,Cardcom,206,422,Very High
2023,June,Card,Optifibre Co,202,482,Very High
2024,November,Switch,HP,110,128,High
2024,December,Switch,Bell,459,141,Very Low
2024,May,Card,HP,217,102,Very Low
